timestamp,city,latitude,longitude,pm25,temperature,humidity,wind_speed,traffic_speed,free_flow_speed,traffic_congestion,hour_of_day,day_of_week,is_weekend,is_rush_hour,hour_sin,hour_cos,pm25_rolling_mean_3h,pm25_rolling_std_3h,congestion_rolling_mean_3h,pm25_rolling_mean_6h,pm25_rolling_std_6h,congestion_rolling_mean_6h,pm25_rolling_mean_24h,pm25_rolling_std_24h,congestion_rolling_mean_24h,pm25_lag_1h,congestion_lag_1h,temperature_lag_1h,pm25_lag_3h,congestion_lag_3h,temperature_lag_3h,pm25_lag_6h,congestion_lag_6h,temperature_lag_6h,pm25_rate_of_change,congestion_rate_of_change,temperature_rate_of_change,pm25_pct_change,speed_gap,congestion_delta,congestion_delta_3h,pm25_trend,congestion_trend,wind_dispersion,humidity_wind_idx,pm25_normalized,congestion_normalized,weather_stress
2026-03-29 12:00:00+00:00,New York,40.7143,-74.006,9.12,5.11,55,6.01,23.8,26.4,9.85,12,6,1,0,1.2246467991473532e-16,-1.0,9.047,0.064,11.78,12.355,3.892,35.52,10.267,2.619,23.846,9.02,15.29,5.01,13.71,55.29,7.06,10.86,8.8,8.88,0.1,-5.44,0.1,0.0111,2.6,-5.44,-45.44,-1,-1,1.493,9.002,0.0608,0.0985,0.0865
2026-03-29 13:00:00+00:00,New York,40.7143,-74.006,8.07,4.4,68,5.88,20.5,24.4,15.98,13,6,1,0,-0.2588190451025208,-0.9659258262890683,8.737,0.58,13.707,10.682,2.972,27.65,10.274,2.613,23.858,9.12,9.85,5.11,9.0,10.2,6.91,18.11,63.2,8.18,-1.05,6.13,-0.71,-0.1151,3.9,6.13,5.78,-1,-1,1.349,11.371,0.0538,0.1598,0.1366
2026-03-29 14:00:00+00:00,New York,40.7143,-74.006,8.38,5.24,63,5.49,20.7,26.0,20.38,14,6,1,0,-0.4999999999999997,-0.8660254037844388,8.523,0.539,15.403,9.55,2.08,21.165,10.269,2.617,24.005,8.07,15.98,4.4,9.02,15.29,5.01,15.17,59.29,7.9,0.31,4.4,0.84,0.0384,5.3,4.4,5.09,-1,-1,1.499,11.27,0.0559,0.2038,0.1345
2026-03-29 15:00:00+00:00,New York,40.7143,-74.006,9.8,4.22,62,5.52,20.9,25.0,16.4,15,6,1,0,-0.7071067811865471,-0.7071067811865479,8.75,0.922,17.587,8.898,0.607,14.683,10.393,2.515,24.045,8.38,20.38,5.24,9.12,9.85,5.11,13.71,55.29,7.06,1.42,-3.98,-1.02,0.1695,4.1,-3.98,6.55,-1,-1,1.744,11.032,0.0653,0.164,0.1295
2026-03-29 16:00:00+00:00,New York,40.7143,-74.006,9.05,5.21,65,4.93,20.5,24.9,17.67,16,6,1,0,-0.8660254037844385,-0.5000000000000004,9.077,0.71,18.15,8.907,0.609,15.928,10.44,2.477,24.34,9.8,16.4,4.22,8.07,15.98,4.4,9.0,10.2,6.91,-0.75,1.27,0.99,-0.0765,4.4,1.27,1.69,-1,-1,1.799,12.922,0.0603,0.1767,0.1695
2026-03-29 17:00:00+00:00,New York,40.7143,-74.006,12.56,5.94,64,6.47,11.7,25.2,53.57,17,6,1,1,-0.9659258262890683,-0.25881904510252063,10.47,1.848,29.213,9.497,1.619,22.308,10.446,2.482,24.604,9.05,17.67,5.21,8.38,20.38,5.24,9.02,15.29,5.01,3.51,35.9,0.73,0.3878,13.5,35.9,33.19,-1,1,1.912,9.741,0.0837,0.5357,0.1022
2026-03-29 18:00:00+00:00,New York,40.7143,-74.006,11.67,6.06,56,5.93,9.8,25.0,60.8,18,6,1,1,-1.0,-1.8369701987210297e-16,11.093,1.825,44.013,9.922,1.822,30.8,10.468,2.491,25.319,12.56,53.57,5.94,9.8,16.4,4.22,9.12,9.85,5.11,-0.89,7.23,0.12,-0.0709,15.2,7.23,44.4,1,1,1.935,9.287,0.0778,0.608,0.0925
2026-03-29 19:00:00+00:00,New York,40.7143,-74.006,14.97,7.5,63,5.32,10.4,25.5,59.22,19,6,1,1,-0.9659258262890684,0.2588190451025203,13.067,1.707,57.863,11.072,2.479,38.007,10.659,2.655,26.075,11.67,60.8,6.06,9.05,17.67,5.21,8.07,15.98,4.4,3.3,-1.58,1.44,0.2828,15.1,-1.58,41.55,1,1,2.762,11.624,0.0998,0.5922,0.142
2026-03-29 20:00:00+00:00,New York,40.7143,-74.006,9.35,7.54,57,6.0,22.4,24.9,10.04,20,6,1,0,-0.8660254037844386,0.5000000000000001,11.997,2.824,43.353,11.233,2.293,36.283,10.667,2.65,25.621,14.97,59.22,7.5,12.56,53.57,5.94,8.38,20.38,5.24,-5.62,-49.18,0.04,-0.3754,2.5,-49.18,-43.53,1,1,1.533,9.344,0.0623,0.1004,0.0938
2026-03-29 21:00:00+00:00,New York,40.7143,-74.006,9.81,9.31,57,5.86,22.8,24.7,7.69,21,6,1,0,-0.7071067811865477,0.7071067811865474,11.377,3.12,25.65,11.235,2.291,34.832,10.776,2.554,25.351,9.35,10.04,7.54,11.67,60.8,6.06,9.8,16.4,4.22,0.46,-2.35,1.77,0.0492,1.9,-2.35,-53.11,1,1,1.646,9.564,0.0654,0.0769,0.0984
2026-03-29 22:00:00+00:00,New York,40.7143,-74.006,12.21,8.96,49,1.23,23.7,25.6,7.42,22,6,1,0,-0.5000000000000004,0.8660254037844384,10.457,1.536,8.383,11.762,2.038,33.123,10.942,2.51,24.804,9.81,7.69,9.31,14.97,59.22,7.5,9.05,17.67,5.21,2.4,-0.27,-0.35,0.2446,1.9,-0.27,-51.8,1,-1,9.18,36.842,0.0814,0.0742,0.6756
2026-03-29 23:00:00+00:00,New York,40.7143,-74.006,12.73,9.55,50,1.23,19.3,25.0,22.8,23,6,1,0,-0.25881904510252157,0.9659258262890681,11.583,1.558,12.637,11.79,2.052,27.995,11.136,2.458,25.317,12.21,7.42,8.96,9.35,10.04,7.54,12.56,53.57,5.94,0.52,15.38,0.59,0.0426,5.7,15.38,12.76,1,-1,9.571,37.594,0.0849,0.228,0.6915
2026-03-30 00:00:00+00:00,New York,40.7143,-74.006,12.19,10.34,50,1.23,24.2,28.0,13.57,0,0,0,0,0.0,1.0,12.377,0.306,14.597,11.877,2.057,20.123,11.153,2.464,25.263,12.73,22.8,9.55,9.81,7.69,9.31,11.67,60.8,6.06,-0.54,-9.23,0.79,-0.0424,3.8,-9.23,5.88,1,-1,9.165,37.594,0.0813,0.1357,0.6915
2026-03-30 01:00:00+00:00,New York,40.7143,-74.006,12.53,10.04,50,1.23,22.7,28.0,18.93,1,0,0,0,0.25881904510252074,0.9659258262890683,12.483,0.273,18.433,11.47,1.485,13.408,11.276,2.456,25.755,12.19,13.57,10.34,12.21,7.42,8.96,14.97,59.22,7.5,0.34,5.36,-0.3,0.0279,5.3,5.36,11.51,-1,-1,9.421,37.594,0.0835,0.1893,0.6915
2026-03-30 02:00:00+00:00,New York,40.7143,-74.006,10.81,10.39,55,1.23,23.9,28.2,15.25,2,0,0,0,0.49999999999999994,0.8660254037844387,11.843,0.911,15.917,11.713,1.15,14.277,11.262,2.458,25.548,12.53,18.93,10.04,12.73,22.8,9.55,9.35,10.04,7.54,-1.72,-3.68,0.35,-0.1373,4.3,-3.68,-7.55,-1,-1,8.128,41.353,0.0721,0.1525,0.771
2026-03-30 03:00:00+00:00,New York,40.7143,-74.006,12.33,10.71,53,1.23,20.6,27.0,23.7,3,0,0,0,0.7071067811865476,0.7071067811865476,11.89,0.941,19.293,12.133,0.68,16.945,11.335,2.463,25.906,10.81,15.25,10.39,12.19,13.57,10.34,9.81,7.69,9.31,1.52,8.45,0.32,0.1406,6.4,8.45,10.13,1,-1,9.271,39.85,0.0822,0.237,0.7392
2026-03-30 04:00:00+00:00,New York,40.7143,-74.006,11.68,10.22,53,1.23,21.7,27.3,20.51,4,0,0,0,0.8660254037844386,0.5000000000000001,11.607,0.763,19.82,12.045,0.702,19.127,11.365,2.462,25.952,12.33,23.7,10.71,12.53,18.93,10.04,12.21,7.42,8.96,-0.65,-3.19,-0.49,-0.0527,5.6,-3.19,1.58,1,1,8.782,39.85,0.0779,0.2051,0.7392
2026-03-30 05:00:00+00:00,New York,40.7143,-74.006,19.43,8.82,52,1.23,8.8,25.5,65.49,5,0,0,0,0.9659258262890683,0.25881904510252074,14.48,4.299,36.567,13.162,3.132,26.242,11.773,2.93,27.972,11.68,20.51,10.22,10.81,15.25,10.39,12.73,22.8,9.55,7.75,44.98,-1.4,0.6635,16.7,44.98,50.24,1,1,14.609,39.098,0.1295,0.6549,0.7233
2026-03-30 06:00:00+00:00,New York,40.7143,-74.006,25.65,8.31,53,1.23,22.5,25.7,12.45,6,0,0,0,1.0,6.123233995736766e-17,18.92,6.999,32.817,15.405,5.897,26.055,12.39,4.065,28.125,19.43,65.49,8.82,12.33,23.7,10.71,12.19,13.57,10.34,6.22,-53.04,-0.51,0.3201,3.2,-53.04,-11.25,1,1,19.286,39.85,0.171,0.1245,0.7392
2026-03-30 07:00:00+00:00,New York,40.7143,-74.006,36.84,7.96,54,1.23,16.3,26.0,37.31,7,0,0,1,0.9659258262890683,-0.25881904510252063,27.307,8.822,38.417,19.457,10.262,29.118,13.17,6.361,27.046,25.65,12.45,8.31,11.68,20.51,10.22,12.53,18.93,10.04,11.19,24.86,-0.35,0.4363,9.7,24.86,16.8,1,1,27.699,40.602,0.2456,0.3731,0.7551
2026-03-30 08:00:00+00:00,New York,40.7143,-74.006,29.24,6.76,56,1.23,16.0,24.8,35.48,8,0,0,1,0.8660254037844387,-0.4999999999999998,30.577,5.713,28.413,22.528,9.909,32.49,13.756,7.152,26.054,36.84,37.31,7.96,19.43,65.49,8.82,10.81,15.25,10.39,-7.6,-1.83,-1.2,-0.2063,8.8,-1.83,-30.01,1,1,21.985,42.105,0.1949,0.3548,0.787
2026-03-30 09:00:00+00:00,New York,40.7143,-74.006,18.5,6.86,54,1.23,15.4,25.0,38.4,9,0,0,1,0.7071067811865476,-0.7071067811865475,28.193,9.215,37.063,23.557,8.908,34.94,13.956,7.217,25.35,29.24,35.48,6.76,25.65,12.45,8.31,12.33,23.7,10.71,-10.74,2.92,0.1,-0.3673,9.6,2.92,25.95,1,1,13.91,40.602,0.1233,0.384,0.7551
2026-03-30 10:00:00+00:00,New York,40.7143,-74.006,4.99,5.79,53,6.77,19.1,24.9,23.29,10,0,0,0,0.49999999999999994,-0.8660254037844387,17.577,12.151,32.39,22.442,10.89,35.403,13.789,7.382,25.895,18.5,38.4,6.86,36.84,37.31,7.96,11.68,20.51,10.22,-13.51,-15.11,-1.07,-0.7303,5.8,-15.11,-14.02,1,1,0.726,7.715,0.0333,0.2329,0.0593
2026-03-30 11:00:00+00:00,New York,40.7143,-74.006,1.55,4.75,52,8.86,19.9,24.4,18.44,11,0,0,0,0.258819045102521,-0.9659258262890682,8.347,8.96,26.71,19.462,13.908,27.562,13.478,7.74,26.027,4.99,23.29,5.79,29.24,35.48,6.76,19.43,65.49,8.82,-3.44,-4.85,-1.04,-0.6894,4.5,-4.85,-17.04,-1,-1,0.173,5.804,0.0103,0.1844,0.0188
2026-03-30 12:00:00+00:00,New York,40.7143,-74.006,3.25,4.71,55,8.65,20.5,25.1,18.33,12,0,0,0,1.2246467991473532e-16,-1.0,3.263,1.72,20.02,15.728,14.886,28.542,13.233,7.973,26.38,1.55,18.44,4.75,18.5,38.4,6.86,25.65,12.45,8.31,1.7,-0.11,-0.04,1.0968,4.6,-0.11,-20.07,-1,-1,0.371,6.286,0.0217,0.1833,0.029
2026-03-30 13:00:00+00:00,New York,40.7143,-74.006,3.49,4.01,60,8.55,20.4,24.9,18.07,13,0,0,0,-0.2588190451025208,-0.9659258262890683,2.763,1.058,18.28,10.17,11.196,25.335,13.042,8.155,26.467,3.25,18.33,4.71,4.99,23.29,5.79,36.84,37.31,7.96,0.24,-0.26,-0.7,0.0738,4.5,-0.26,-5.22,-1,-1,0.403,6.936,0.0233,0.1807,0.0428
2026-03-30 14:00:00+00:00,New York,40.7143,-74.006,3.01,4.48,55,8.71,19.7,25.1,21.51,14,0,0,0,-0.4999999999999997,-0.8660254037844388,3.25,0.24,19.303,5.798,6.319,23.007,12.818,8.359,26.514,3.49,18.07,4.01,1.55,18.44,4.75,29.24,35.48,6.76,-0.48,3.44,0.47,-0.1375,5.4,3.44,3.07,-1,-1,0.342,6.243,0.0201,0.2151,0.0281
2026-03-30 15:00:00+00:00,New York,40.7143,-74.006,2.48,4.48,54,9.15,20.5,25.4,19.29,15,0,0,0,-0.7071067811865471,-0.7071067811865479,2.993,0.505,19.623,3.128,1.143,19.822,12.513,8.604,26.635,3.01,21.51,4.48,3.25,18.33,4.71,18.5,38.4,6.86,-0.53,-2.22,0.0,-0.1761,4.9,-2.22,0.96,-1,-1,0.268,5.838,0.0165,0.1929,0.0196
2026-03-30 16:00:00+00:00,New York,40.7143,-74.006,1.49,4.82,51,9.56,18.3,24.8,26.21,16,0,0,0,-0.8660254037844385,-0.5000000000000004,2.327,0.772,22.337,2.545,0.862,20.308,12.198,8.871,26.99,2.48,19.29,4.48,3.49,18.07,4.01,4.99,23.29,5.79,-0.99,6.92,0.34,-0.3992,6.5,6.92,8.14,-1,-1,0.154,5.28,0.0099,0.2621,0.0077
2026-03-30 17:00:00+00:00,New York,40.7143,-74.006,1.49,5.4,58,9.48,16.8,25.3,33.6,17,0,0,1,-0.9659258262890683,-0.25881904510252063,1.82,0.572,26.367,2.535,0.876,22.835,11.737,9.135,26.158,1.49,26.21,4.82,3.01,21.51,4.48,1.55,18.44,4.75,0.0,7.39,0.58,0.0,8.5,7.39,12.09,-1,-1,0.156,6.054,0.0099,0.336,0.0241
2026-03-30 18:00:00+00:00,New York,40.7143,-74.006,6.34,5.47,57,9.39,13.7,25.6,46.48,18,0,0,1,-1.0,-1.8369701987210297e-16,3.107,2.8,35.43,3.05,1.801,27.527,11.515,9.201,25.562,1.49,33.6,5.4,2.48,19.29,4.48,3.25,18.33,4.71,4.85,12.88,0.07,3.255,11.9,12.88,27.19,-1,1,0.668,6.006,0.0423,0.4648,0.0231
2026-03-30 19:00:00+00:00,New York,40.7143,-74.006,7.77,6.82,50,8.88,13.5,24.4,44.67,19,0,0,1,-0.9659258262890684,0.2588190451025203,5.2,3.292,41.583,3.763,2.655,31.96,11.215,9.201,24.955,6.34,46.48,5.47,1.49,26.21,4.82,3.49,18.07,4.01,1.43,-1.81,1.35,0.2256,10.9,-1.81,18.46,1,1,0.865,5.568,0.0518,0.4467,0.0139
2026-03-30 20:00:00+00:00,New York,40.7143,-74.006,2.6,7.62,57,9.12,19.6,24.5,20.0,20,0,0,0,-0.8660254037844386,0.5000000000000001,5.57,2.67,37.05,3.695,2.683,31.708,10.934,9.362,25.37,7.77,44.67,6.82,1.49,33.6,5.4,3.01,21.51,4.48,-5.17,-24.67,0.8,-0.6654,4.9,-24.67,-13.6,1,1,0.282,6.182,0.0173,0.2,0.0268
2026-03-30 21:00:00+00:00,New York,40.7143,-74.006,1.0,8.16,55,10.12,21.1,24.8,14.92,21,0,0,0,-0.7071067811865477,0.7071067811865474,3.79,3.538,26.53,3.448,2.878,30.98,10.567,9.579,25.672,2.6,20.0,7.62,6.34,46.48,5.47,2.48,19.29,4.48,-1.6,-5.08,0.54,-0.6154,3.7,-5.08,-31.56,1,1,0.098,5.382,0.0067,0.1492,0.0099
2026-03-30 22:00:00+00:00,New York,40.7143,-74.006,2.47,12.51,57,8.15,17.6,24.5,28.16,22,0,0,0,-0.5000000000000004,0.8660254037844384,2.023,0.889,21.027,3.612,2.771,31.305,10.161,9.711,26.536,1.0,14.92,8.16,7.77,44.67,6.82,1.49,26.21,4.82,1.47,13.24,4.35,1.47,6.9,13.24,-16.51,-1,-1,0.299,6.909,0.0165,0.2816,0.0422
2026-03-30 23:00:00+00:00,New York,40.7143,-74.006,1.69,13.09,54,8.0,18.1,24.6,26.42,23,0,0,0,-0.25881904510252157,0.9659258262890681,1.72,0.735,23.167,3.645,2.741,30.108,9.701,9.845,26.687,2.47,28.16,12.51,2.6,20.0,7.62,1.49,33.6,5.4,-0.78,-1.74,0.58,-0.3158,6.5,-1.74,6.42,-1,-1,0.209,6.667,0.0113,0.2642,0.0371
2026-03-31 00:00:00+00:00,New York,40.7143,-74.006,1.0,13.23,49,8.21,23.7,27.3,13.19,0,1,0,0,0.0,1.0,1.72,0.735,22.59,2.755,2.551,24.56,9.235,9.986,26.671,1.69,26.42,13.09,1.0,14.92,8.16,6.34,46.48,5.47,-0.69,-13.23,0.14,-0.4083,3.6,-13.23,-1.73,-1,-1,0.12,5.897,0.0067,0.1319,0.0208
2026-03-31 01:00:00+00:00,New York,40.7143,-74.006,2.78,13.46,55,6.27,22.4,28.1,20.28,1,1,0,0,0.25881904510252074,0.9659258262890683,1.823,0.897,19.963,1.923,0.806,20.495,8.828,10.044,26.727,1.0,13.19,13.23,2.47,28.16,12.51,7.77,44.67,6.82,1.78,7.09,0.23,1.78,5.7,7.09,-7.88,-1,-1,0.436,8.634,0.0185,0.2028,0.0787
2026-03-31 02:00:00+00:00,New York,40.7143,-74.006,3.26,13.6,54,7.09,23.4,27.2,13.97,2,1,0,0,0.49999999999999994,0.8660254037844387,2.347,1.191,15.813,2.033,0.949,19.49,8.514,10.097,26.674,2.78,20.28,13.46,1.69,26.42,13.09,2.6,20.0,7.62,0.48,-6.31,0.14,0.1727,3.8,-6.31,-12.45,-1,-1,0.453,7.51,0.0217,0.1397,0.055
2026-03-31 03:00:00+00:00,New York,40.7143,-74.006,4.87,13.9,55,6.19,22.4,27.8,19.42,3,1,0,0,0.7071067811865476,0.7071067811865476,3.637,1.095,17.89,2.678,1.341,20.24,8.203,10.09,26.495,3.26,13.97,13.6,1.0,13.19,13.23,1.0,14.92,8.16,1.61,5.45,0.3,0.4939,5.4,5.45,6.23,-1,-1,0.774,8.744,0.0325,0.1942,0.0811
2026-03-31 04:00:00+00:00,New York,40.7143,-74.006,5.66,13.92,56,5.48,22.2,28.1,21.0,4,1,0,0,0.8660254037844386,0.5000000000000001,4.597,1.223,18.13,3.21,1.797,19.047,7.952,10.074,26.516,4.87,19.42,13.9,2.78,20.28,13.46,2.47,28.16,12.51,0.79,1.58,0.02,0.1622,5.9,1.58,0.72,1,-1,1.014,10.036,0.0377,0.21,0.1084
2026-03-31 05:00:00+00:00,New York,40.7143,-74.006,4.75,12.97,57,5.17,18.9,25.3,25.3,5,1,0,0,0.9659258262890683,0.25881904510252074,5.093,0.494,21.907,3.72,1.711,18.86,7.34,9.789,24.841,5.66,21.0,13.92,3.26,13.97,13.6,1.69,26.42,13.09,-0.91,4.3,-0.95,-0.1608,6.4,4.3,11.33,1,-1,0.901,10.816,0.0317,0.253,0.1249
2026-03-31 06:00:00+00:00,New York,40.7143,-74.006,3.27,13.17,56,5.84,18.8,25.4,25.98,6,1,0,0,1.0,6.123233995736766e-17,4.56,1.206,24.093,4.098,1.148,20.992,6.408,9.003,25.405,4.75,25.3,12.97,4.87,19.42,13.9,1.0,13.19,13.23,-1.48,0.68,0.2,-0.3116,6.6,0.68,6.56,1,1,0.551,9.428,0.0218,0.2598,0.0955
2026-03-31 07:00:00+00:00,New York,40.7143,-74.006,9.8,11.11,60,6.18,11.8,24.9,52.61,7,1,0,1,0.9659258262890683,-0.25881904510252063,5.94,3.424,34.63,5.268,2.414,26.38,5.281,6.322,26.042,3.27,25.98,13.17,5.66,21.0,13.92,2.78,20.28,13.46,6.53,26.63,-2.06,1.9969,13.1,26.63,31.61,1,1,1.561,9.554,0.0653,0.5261,0.0982
2026-03-31 08:00:00+00:00,New York,40.7143,-74.006,9.29,11.75,49,5.89,11.8,25.1,52.99,8,1,0,1,0.8660254037844387,-0.4999999999999998,7.453,3.632,43.86,6.273,2.654,32.883,4.45,3.871,26.772,9.8,52.61,11.11,4.75,25.3,12.97,3.26,13.97,13.6,-0.51,0.38,0.64,-0.052,13.3,0.38,27.69,1,1,1.551,8.18,0.0619,0.5299,0.0691
2026-03-31 09:00:00+00:00,New York,40.7143,-74.006,6.37,9.64,61,7.61,12.5,25.2,50.4,9,1,0,1,0.7071067811865476,-0.7071067811865475,8.487,1.851,52.0,6.523,2.565,38.047,3.945,2.509,27.272,9.29,52.99,11.75,3.27,25.98,13.17,4.87,19.42,13.9,-2.92,-2.59,-2.11,-0.3143,12.7,-2.59,24.42,1,1,0.826,7.912,0.0425,0.504,0.0634
2026-03-31 10:00:00+00:00,New York,40.7143,-74.006,4.62,9.18,56,6.28,22.4,25.4,11.81,10,1,0,0,0.49999999999999994,-0.8660254037844387,6.76,2.359,38.4,6.35,2.668,36.515,3.929,2.504,26.794,6.37,50.4,9.64,9.8,52.61,11.11,5.66,21.0,13.92,-1.75,-38.59,-0.46,-0.2747,3.0,-38.59,-40.8,1,1,0.724,8.777,0.0308,0.1181,0.0818
2026-03-31 11:00:00+00:00,New York,40.7143,-74.006,3.18,9.0,58,6.4,18.4,24.9,26.1,11,1,0,0,0.258819045102521,-0.9659258262890682,4.723,1.598,29.437,6.088,2.921,36.648,3.997,2.458,27.113,4.62,11.81,9.18,9.29,52.99,11.75,4.75,25.3,12.97,-1.44,14.29,-0.18,-0.3117,6.5,14.29,-26.89,-1,1,0.489,8.923,0.0212,0.261,0.0848
2026-03-31 12:00:00+00:00,New York,40.7143,-74.006,3.36,8.51,58,6.89,20.2,24.8,18.55,12,1,0,0,1.2246467991473532e-16,-1.0,3.72,0.785,18.82,6.103,2.904,35.41,4.002,2.457,27.122,3.18,26.1,9.0,6.37,50.4,9.64,3.27,25.98,13.17,0.18,-7.55,-0.49,0.0566,4.6,-7.55,-31.85,-1,-1,0.481,8.298,0.0224,0.1855,0.0716
2026-03-31 13:00:00+00:00,New York,40.7143,-74.006,1.42,7.31,61,8.4,21.8,25.3,13.83,13,1,0,0,-0.2588190451025208,-0.9659258262890683,2.653,1.072,19.493,4.707,2.783,28.947,3.915,2.511,26.945,3.36,18.55,8.51,4.62,11.81,9.18,9.8,52.61,11.11,-1.94,-4.72,-1.2,-0.5774,3.5,-4.72,2.02,-1,-1,0.167,7.176,0.0095,0.1383,0.0479
2026-03-31 14:00:00+00:00,New York,40.7143,-74.006,2.62,8.45,61,7.78,19.5,24.5,20.41,14,1,0,0,-0.4999999999999997,-0.8660254037844388,2.467,0.979,17.597,3.595,1.712,23.517,3.899,2.519,26.9,1.42,13.83,7.31,3.18,26.1,9.0,9.29,52.99,11.75,1.2,6.58,1.14,0.8451,5.0,6.58,-5.69,-1,-1,0.332,7.741,0.0175,0.2041,0.0598
2026-03-31 15:00:00+00:00,New York,40.7143,-74.006,2.15,7.87,65,7.98,18.5,24.8,25.4,15,1,0,0,-0.7071067811865471,-0.7071067811865479,2.063,0.605,19.88,2.892,1.103,19.35,3.885,2.528,27.154,2.62,20.41,8.45,3.36,18.55,8.51,6.37,50.4,9.64,-0.47,4.99,-0.58,-0.1794,6.3,4.99,6.85,-1,-1,0.266,8.045,0.0143,0.254,0.0663
2026-03-31 16:00:00+00:00,New York,40.7143,-74.006,1.0,8.23,60,7.43,21.0,25.1,16.33,16,1,0,0,-0.8660254037844385,-0.5000000000000004,1.923,0.833,20.713,2.288,0.947,20.103,3.865,2.55,26.743,2.15,25.4,7.87,1.42,13.83,7.31,4.62,11.81,9.18,-1.15,-9.07,0.36,-0.5349,4.1,-9.07,2.5,-1,-1,0.133,7.968,0.0067,0.1633,0.0646
2026-03-31 17:00:00+00:00,New York,40.7143,-74.006,7.16,8.9,55,8.77,11.9,24.8,52.02,17,1,0,1,-0.9659258262890683,-0.25881904510252063,3.437,3.275,31.25,2.952,2.226,24.423,4.101,2.583,27.51,1.0,16.33,8.23,2.62,20.41,8.45,3.18,26.1,9.0,6.16,35.69,0.67,6.16,12.9,35.69,31.61,-1,1,0.807,6.201,0.0477,0.5202,0.0272
2026-03-31 18:00:00+00:00,New York,40.7143,-74.006,4.5,9.74,56,9.57,10.9,25.0,56.4,18,1,0,1,-1.0,-1.8369701987210297e-16,4.22,3.09,41.583,3.142,2.315,30.732,4.025,2.54,27.923,7.16,52.02,8.9,2.15,25.4,7.87,3.36,18.55,8.51,-2.66,4.38,0.84,-0.3715,14.1,4.38,31.0,1,1,0.465,5.791,0.03,0.564,0.0186
2026-03-31 19:00:00+00:00,New York,40.7143,-74.006,5.54,10.29,59,8.8,12.5,24.7,49.39,19,1,0,1,-0.9659258262890684,0.2588190451025203,5.733,1.34,52.603,3.828,2.313,36.658,3.932,2.436,28.12,4.5,56.4,9.74,1.0,16.33,8.23,1.42,13.83,7.31,1.04,-7.01,0.55,0.2311,12.2,-7.01,33.06,1,1,0.622,6.629,0.0369,0.4939,0.0363
2026-03-31 20:00:00+00:00,New York,40.7143,-74.006,1.0,11.85,55,8.94,17.6,24.6,28.46,20,1,0,0,-0.8660254037844386,0.5000000000000001,3.68,2.378,44.75,3.558,2.564,38.0,3.865,2.495,28.472,5.54,49.39,10.29,7.16,52.02,8.9,2.62,20.41,8.45,-4.54,-20.93,1.56,-0.8195,7.0,-20.93,-23.56,1,1,0.111,6.084,0.0067,0.2846,0.0248
2026-03-31 21:00:00+00:00,New York,40.7143,-74.006,1.44,12.28,57,7.71,20.2,25.2,19.84,21,1,0,0,-0.7071067811865477,0.7071067811865474,2.66,2.504,32.563,3.44,2.656,37.073,3.883,2.475,28.678,1.0,28.46,11.85,4.5,56.4,9.74,2.15,25.4,7.87,0.44,-8.62,0.43,0.44,5.0,-8.62,-36.56,1,1,0.184,7.298,0.0096,0.1984,0.0505
2026-03-31 22:00:00+00:00,New York,40.7143,-74.006,1.0,10.27,60,9.27,20.3,24.7,17.81,22,1,0,0,-0.5000000000000004,0.8660254037844384,1.147,0.254,22.037,3.44,2.656,37.32,3.822,2.529,28.246,1.44,19.84,12.28,5.54,49.39,10.29,1.0,16.33,8.23,-0.44,-2.03,-2.01,-0.3056,4.4,-2.03,-31.58,-1,1,0.107,6.403,0.0067,0.1781,0.0315
2026-03-31 23:00:00+00:00,New York,40.7143,-74.006,1.0,11.56,62,9.24,21.1,25.1,15.94,23,1,0,0,-0.25881904510252157,0.9659258262890681,1.147,0.254,17.863,2.413,2.053,31.307,3.793,2.558,27.81,1.0,17.81,10.27,1.0,28.46,11.85,7.16,52.02,8.9,0.0,-1.87,1.29,0.0,4.0,-1.87,-12.52,-1,-1,0.107,6.638,0.0067,0.1594,0.0365
2026-04-01 00:00:00+00:00,New York,40.7143,-74.006,1.0,12.08,61,8.93,20.9,26.8,22.01,0,2,0,0,0.0,1.0,1.0,0.0,18.587,1.83,1.826,25.575,3.793,2.558,28.177,1.0,15.94,11.56,1.44,19.84,12.28,4.5,56.4,9.74,0.0,6.07,0.52,0.0,5.9,6.07,2.17,-1,-1,0.111,6.755,0.0067,0.2201,0.039
2026-04-01 01:00:00+00:00,New York,40.7143,-74.006,1.39,12.27,60,8.14,19.5,27.6,29.35,1,2,0,0,0.25881904510252074,0.9659258262890683,1.13,0.225,22.433,1.138,0.215,22.235,3.735,2.597,28.555,1.0,22.01,12.08,1.0,17.81,10.27,5.54,49.39,10.29,0.39,7.34,0.19,0.39,8.1,7.34,11.54,-1,-1,0.169,7.282,0.0093,0.2935,0.0501
2026-04-01 02:00:00+00:00,New York,40.7143,-74.006,1.0,12.83,59,8.75,19.6,27.1,27.68,2,2,0,0,0.49999999999999994,0.8660254037844387,1.13,0.225,26.347,1.138,0.215,22.105,3.641,2.655,29.126,1.39,29.35,12.27,1.0,15.94,11.56,1.0,28.46,11.85,-0.39,-1.67,0.56,-0.2806,7.5,-1.67,11.74,-1,-1,0.113,6.667,0.0067,0.2768,0.0371
