city,latitude,longitude,pm25,temperature,humidity,wind_speed,traffic_speed,free_flow_speed,traffic_congestion,timestamp
New York,40.7143,-74.006,5.61,10.3,92,7.01,21.2,24.7,14.17,2026-04-06 06:00:00+00:00
New York,40.7143,-74.006,13.96,9.5,92,6.23,14.1,25.1,43.82,2026-04-06 07:00:00+00:00
New York,40.7143,-74.006,11.69,8.34,92,6.61,12.8,24.7,48.18,2026-04-06 08:00:00+00:00
New York,40.7143,-74.006,13.41,7.59,92,6.43,10.4,24.5,57.55,2026-04-06 09:00:00+00:00
New York,40.7143,-74.006,7.66,7.32,92,7.88,21.1,25.2,16.27,2026-04-06 10:00:00+00:00
New York,40.7143,-74.006,7.55,6.13,92,7.6,21.2,25.3,16.21,2026-04-06 11:00:00+00:00
New York,40.7143,-74.006,5.05,6.26,92,8.3,22.4,25.7,12.84,2026-04-06 12:00:00+00:00
New York,40.7143,-74.006,5.7,5.28,92,8.52,20.6,25.0,17.6,2026-04-06 13:00:00+00:00
New York,40.7143,-74.006,6.82,6.04,62,7.22,18.8,25.4,25.98,2026-04-06 14:00:00+00:00
New York,40.7143,-74.006,5.13,6.05,63,9.14,18.9,24.6,23.17,2026-04-06 15:00:00+00:00
New York,40.7143,-74.006,4.06,6.25,65,9.33,19.9,25.0,20.4,2026-04-06 16:00:00+00:00
New York,40.7143,-74.006,9.19,6.05,62,9.44,11.6,25.1,53.78,2026-04-06 17:00:00+00:00
New York,40.7143,-74.006,10.46,7.06,56,8.59,13.3,25.1,47.01,2026-04-06 18:00:00+00:00
New York,40.7143,-74.006,12.48,7.39,61,7.82,11.6,24.8,53.23,2026-04-06 19:00:00+00:00
New York,40.7143,-74.006,5.94,9.23,63,8.82,22.0,24.4,9.84,2026-04-06 20:00:00+00:00
New York,40.7143,-74.006,7.03,9.04,65,8.11,19.1,24.8,22.98,2026-04-06 21:00:00+00:00
New York,40.7143,-74.006,6.62,10.48,52,5.27,20.7,25.0,17.2,2026-04-06 22:00:00+00:00
New York,40.7143,-74.006,7.55,10.58,54,4.48,20.8,25.6,18.75,2026-04-06 23:00:00+00:00
New York,40.7143,-74.006,,11.35,59,5.36,21.6,27.5,21.45,2026-04-07 00:00:00+00:00
New York,40.7143,-74.006,7.24,11.38,51,5.19,21.4,27.5,22.18,2026-04-07 01:00:00+00:00
New York,40.7143,-74.006,6.52,11.69,50,5.49,21.4,27.6,22.46,2026-04-07 02:00:00+00:00
New York,40.7143,-74.006,8.54,11.09,56,4.26,20.4,26.6,23.31,2026-04-07 03:00:00+00:00
New York,40.7143,-74.006,8.58,11.14,54,3.39,20.6,27.5,25.09,2026-04-07 04:00:00+00:00
New York,40.7143,-74.006,7.6,10.31,56,4.28,21.2,24.7,14.17,2026-04-07 05:00:00+00:00
New York,40.7143,-74.006,6.48,10.14,56,4.5,19.1,24.8,22.98,2026-04-07 06:00:00+00:00
New York,40.7143,-74.006,11.26,8.28,54,3.31,12.2,25.0,51.2,2026-04-07 07:00:00+00:00
New York,40.7143,-74.006,14.77,8.2,53,1.05,16.4,26.0,36.92,2026-04-07 08:00:00+00:00
New York,40.7143,-74.006,16.46,8.01,52,1.05,14.6,25.0,41.6,2026-04-07 09:00:00+00:00
New York,40.7143,-74.006,,7.03,56,1.05,17.7,25.2,29.76,2026-04-07 10:00:00+00:00
New York,40.7143,-74.006,13.2,6.36,58,1.05,20.3,25.3,19.76,2026-04-07 11:00:00+00:00
New York,40.7143,-74.006,12.54,5.54,60,1.05,19.4,25.0,22.4,2026-04-07 12:00:00+00:00
New York,40.7143,-74.006,10.58,6.08,57,1.05,19.3,25.2,23.41,2026-04-07 13:00:00+00:00
New York,40.7143,-74.006,11.1,4.94,59,1.05,21.9,25.4,13.78,2026-04-07 14:00:00+00:00
New York,40.7143,-74.006,10.97,5.59,57,1.05,20.5,25.1,18.33,2026-04-07 15:00:00+00:00
New York,40.7143,-74.006,11.53,6.1,57,1.05,21.3,25.1,15.14,2026-04-07 16:00:00+00:00
New York,40.7143,-74.006,15.68,6.0,59,1.05,14.6,24.8,41.13,2026-04-07 17:00:00+00:00
New York,40.7143,-74.006,15.82,7.33,53,1.05,17.1,24.8,31.05,2026-04-07 18:00:00+00:00
New York,40.7143,-74.006,14.08,8.66,55,1.05,15.0,25.7,41.63,2026-04-07 19:00:00+00:00
New York,40.7143,-74.006,12.78,8.31,51,1.05,19.4,24.2,19.83,2026-04-07 20:00:00+00:00
New York,40.7143,-74.006,4.19,9.24,51,5.94,21.3,24.7,13.77,2026-04-07 21:00:00+00:00
New York,40.7143,-74.006,3.01,8.9,64,8.08,18.4,24.3,24.28,2026-04-07 22:00:00+00:00
New York,40.7143,-74.006,3.58,8.73,64,7.64,19.8,24.2,18.18,2026-04-07 23:00:00+00:00
New York,40.7143,-74.006,3.57,10.12,59,6.31,22.0,27.4,19.71,2026-04-08 00:00:00+00:00
New York,40.7143,-74.006,4.71,9.9,67,6.82,20.7,27.2,23.9,2026-04-08 01:00:00+00:00
New York,40.7143,-74.006,7.09,9.38,63,5.41,20.8,27.8,25.18,2026-04-08 02:00:00+00:00
New York,40.7143,-74.006,6.24,9.59,63,5.08,19.7,27.3,27.84,2026-04-08 03:00:00+00:00
New York,40.7143,-74.006,6.6,8.86,64,4.77,23.9,27.7,13.72,2026-04-08 04:00:00+00:00
New York,40.7143,-74.006,5.25,9.59,66,6.36,19.0,24.5,22.45,2026-04-08 05:00:00+00:00
New York,40.7143,-74.006,5.03,8.62,63,6.18,19.1,25.3,24.51,2026-04-08 06:00:00+00:00
New York,40.7143,-74.006,8.59,7.15,65,6.11,15.4,25.0,38.4,2026-04-08 07:00:00+00:00
New York,40.7143,-74.006,12.14,7.51,66,5.26,15.0,24.4,38.52,2026-04-08 08:00:00+00:00
New York,40.7143,-74.006,10.83,6.6,66,5.14,16.4,24.9,34.14,2026-04-08 09:00:00+00:00
New York,40.7143,-74.006,5.27,5.32,65,6.36,18.6,25.1,25.9,2026-04-08 10:00:00+00:00
New York,40.7143,-74.006,5.56,5.22,70,6.67,18.5,24.4,24.18,2026-04-08 11:00:00+00:00
New York,40.7143,-74.006,4.61,4.35,69,6.85,19.1,24.8,22.98,2026-04-08 12:00:00+00:00
New York,40.7143,-74.006,5.16,3.08,70,6.66,20.4,25.2,19.05,2026-04-08 13:00:00+00:00
New York,40.7143,-74.006,3.3,4.14,68,8.48,20.1,24.9,19.28,2026-04-08 14:00:00+00:00
New York,40.7143,-74.006,3.78,4.16,64,8.12,21.3,25.6,16.8,2026-04-08 15:00:00+00:00
New York,40.7143,-74.006,3.17,3.63,70,8.01,19.2,24.7,22.27,2026-04-08 16:00:00+00:00
New York,40.7143,-74.006,,5.23,68,9.18,14.9,25.0,40.4,2026-04-08 17:00:00+00:00
New York,40.7143,-74.006,8.71,5.09,64,8.61,14.9,25.1,40.64,2026-04-08 18:00:00+00:00
New York,40.7143,-74.006,5.45,5.94,67,7.76,14.6,25.3,42.29,2026-04-08 19:00:00+00:00
New York,40.7143,-74.006,3.45,6.51,69,7.54,19.8,24.9,20.48,2026-04-08 20:00:00+00:00
New York,40.7143,-74.006,2.54,7.05,68,7.63,19.5,25.0,22.0,2026-04-08 21:00:00+00:00
New York,40.7143,-74.006,11.72,9.59,68,4.53,21.9,25.4,13.78,2026-04-08 22:00:00+00:00
New York,40.7143,-74.006,10.61,10.21,64,5.16,19.0,25.4,25.2,2026-04-08 23:00:00+00:00
New York,40.7143,-74.006,11.52,10.47,67,4.21,23.6,27.8,15.11,2026-04-09 00:00:00+00:00
New York,40.7143,-74.006,9.68,10.72,66,5.47,20.7,28.0,26.07,2026-04-09 01:00:00+00:00
New York,40.7143,-74.006,12.7,11.35,66,3.83,22.1,28.2,21.63,2026-04-09 02:00:00+00:00
New York,40.7143,-74.006,10.21,10.93,58,4.02,22.8,28.0,18.57,2026-04-09 03:00:00+00:00
New York,40.7143,-74.006,11.89,10.77,58,3.12,23.4,27.6,15.22,2026-04-09 04:00:00+00:00
New York,40.7143,-74.006,12.25,9.91,65,3.17,18.4,24.7,25.51,2026-04-09 05:00:00+00:00
New York,40.7143,-74.006,11.17,9.66,72,4.1,19.9,25.1,20.72,2026-04-09 06:00:00+00:00
New York,40.7143,-74.006,17.7,8.87,67,2.84,9.6,25.0,61.6,2026-04-09 07:00:00+00:00
New York,40.7143,-74.006,17.6,8.35,67,3.37,12.4,24.8,50.0,2026-04-09 08:00:00+00:00
New York,40.7143,-74.006,17.69,6.8,69,4.46,12.0,25.3,52.57,2026-04-09 09:00:00+00:00
New York,40.7143,-74.006,13.08,6.32,64,4.04,18.8,25.0,24.8,2026-04-09 10:00:00+00:00
New York,40.7143,-74.006,11.52,5.92,69,3.66,18.8,24.7,23.89,2026-04-09 11:00:00+00:00
New York,40.7143,-74.006,12.75,5.67,72,3.84,18.4,24.8,25.81,2026-04-09 12:00:00+00:00
New York,40.7143,-74.006,10.53,5.83,65,4.84,17.6,24.4,27.87,2026-04-09 13:00:00+00:00
New York,40.7143,-74.006,11.07,5.44,71,3.97,21.2,25.1,15.54,2026-04-09 14:00:00+00:00
New York,40.7143,-74.006,10.42,4.66,68,4.75,18.2,24.8,26.61,2026-04-09 15:00:00+00:00
New York,40.7143,-74.006,7.77,6.38,77,5.91,19.2,25.1,23.51,2026-04-09 16:00:00+00:00
New York,40.7143,-74.006,,5.29,71,4.76,9.6,25.2,61.9,2026-04-09 17:00:00+00:00
New York,40.7143,-74.006,15.29,8.18,63,5.52,11.5,24.9,53.82,2026-04-09 18:00:00+00:00
New York,40.7143,-74.006,,7.92,71,4.69,10.1,24.6,58.94,2026-04-09 19:00:00+00:00
New York,40.7143,-74.006,10.94,8.18,66,5.41,21.9,25.4,13.78,2026-04-09 20:00:00+00:00
New York,40.7143,-74.006,10.08,8.83,68,4.43,22.1,25.4,12.99,2026-04-09 21:00:00+00:00
