timestamp,city,pm25,temperature,humidity,wind_speed,traffic_speed,free_flow_speed,traffic_congestion,hour_of_day,is_rush_hour,is_weekend,pm25_rolling_mean_3h,pm25_rolling_mean_6h,pm25_rolling_mean_24h,congestion_rolling_mean_6h,pm25_trend,congestion_trend,pm25_rate_of_change,congestion_rate_of_change,wind_dispersion,weather_stress,risk_score,risk_label,risk_driver,risk_score_mean_24h,risk_score_max_24h,risk_component_aqi,risk_component_traffic,risk_component_weather,is_traffic_anomaly,anomaly_severity,anomaly_direction,congestion_zscore,anomaly_count_24h,last_anomaly_timestamp,forecast_available,pm25_forecast_mean_24h,pm25_forecast_max_24h,pm25_forecast_peak_h
2026-03-30 12:00:00+00:00,New York,3.25,4.71,55,8.65,20.5,25.1,18.33,12,0,0,3.263,15.728,13.233,28.542,-1,-1,1.7,-0.11,0.371,0.029,8.01,Low,Traffic,23.14,46.18,0.0087,0.0642,0.0072,0,Normal,Normal,-0.465,0,,False,,,
2026-03-30 13:00:00+00:00,New York,3.49,4.01,60,8.55,20.4,24.9,18.07,13,0,0,2.763,10.17,13.042,25.335,-1,-1,0.24,-0.26,0.403,0.0428,8.32,Low,Traffic,23.02,46.18,0.0093,0.0632,0.0107,0,Normal,Normal,-0.486,0,,False,,,
2026-03-30 14:00:00+00:00,New York,3.01,4.48,55,8.71,19.7,25.1,21.51,14,0,0,3.25,5.798,12.818,23.007,-1,-1,-0.48,3.44,0.342,0.0281,9.03,Low,Traffic,22.87,46.18,0.008,0.0753,0.007,0,Normal,Normal,-0.29,0,,False,,,
2026-03-30 15:00:00+00:00,New York,2.48,4.48,54,9.15,20.5,25.4,19.29,15,0,0,2.993,3.128,12.513,19.822,-1,-1,-0.53,-2.22,0.268,0.0196,7.9,Low,Traffic,22.72,46.18,0.0066,0.0675,0.0049,0,Normal,Normal,-0.427,0,,False,,,
2026-03-30 16:00:00+00:00,New York,1.49,4.82,51,9.56,18.3,24.8,26.21,16,0,0,2.327,2.545,12.198,20.308,-1,-1,-0.99,6.92,0.154,0.0077,9.76,Low,Traffic,22.59,46.18,0.004,0.0917,0.0019,0,Normal,Normal,-0.046,0,,False,,,
2026-03-30 17:00:00+00:00,New York,1.49,5.4,58,9.48,16.8,25.3,33.6,17,1,0,1.82,2.535,11.737,22.835,-1,-1,0.0,7.39,0.156,0.0241,12.76,Low,Traffic,22.09,46.18,0.004,0.1176,0.006,0,Normal,Normal,0.459,0,,False,,,
2026-03-30 18:00:00+00:00,New York,6.34,5.47,57,9.39,13.7,25.6,46.48,18,1,0,3.107,3.05,11.515,27.527,-1,1,4.85,12.88,0.668,0.0231,18.54,Low,Traffic,21.75,46.18,0.0169,0.1627,0.0058,0,Normal,Normal,1.385,0,,False,,,
2026-03-30 19:00:00+00:00,New York,7.77,6.82,50,8.88,13.5,24.4,44.67,19,1,0,5.2,3.763,11.215,31.96,1,1,1.43,-1.81,0.865,0.0139,18.05,Low,Traffic,21.33,46.18,0.0207,0.1563,0.0035,0,Normal,Normal,1.415,0,,False,,,
2026-03-30 20:00:00+00:00,New York,2.6,7.62,57,9.12,19.6,24.5,20.0,20,0,0,5.57,3.695,10.934,31.708,1,1,-5.17,-24.67,0.282,0.0268,8.36,Low,Traffic,21.33,46.18,0.0069,0.07,0.0067,0,Normal,Normal,-0.394,0,,False,,,
2026-03-30 21:00:00+00:00,New York,1.0,8.16,55,10.12,21.1,24.8,14.92,21,0,0,3.79,3.448,10.567,30.98,1,1,-1.6,-5.08,0.098,0.0099,5.74,Low,Traffic,21.24,46.18,0.0027,0.0522,0.0025,0,Normal,Normal,-0.809,0,,False,,,
2026-03-30 22:00:00+00:00,New York,2.47,12.51,57,8.15,17.6,24.5,28.16,22,0,0,2.023,3.612,10.161,31.305,-1,-1,1.47,13.24,0.299,0.0422,11.58,Low,Traffic,20.78,46.18,0.0066,0.0986,0.0106,0,Normal,Normal,0.128,0,,False,,,
2026-03-30 23:00:00+00:00,New York,1.69,13.09,54,8.0,18.1,24.6,26.42,23,0,0,1.72,3.645,9.701,30.108,-1,-1,-0.78,-1.74,0.209,0.0371,10.63,Low,Traffic,20.03,46.18,0.0045,0.0925,0.0093,0,Normal,Normal,-0.021,0,,False,,,
2026-03-31 00:00:00+00:00,New York,1.0,13.23,49,8.21,23.7,27.3,13.19,0,0,0,1.72,2.755,9.235,24.56,-1,-1,-0.69,-13.23,0.12,0.0208,5.41,Low,Traffic,19.2,46.18,0.0027,0.0462,0.0052,0,Normal,Normal,-1.061,0,,False,,,
2026-03-31 01:00:00+00:00,New York,2.78,13.46,55,6.27,22.4,28.1,20.28,1,0,0,1.823,1.923,8.828,20.495,-1,-1,1.78,7.09,0.436,0.0787,9.81,Low,Traffic,18.47,46.18,0.0074,0.071,0.0197,0,Normal,Normal,-0.509,0,,False,,,
2026-03-31 02:00:00+00:00,New York,3.26,13.6,54,7.09,23.4,27.2,13.97,2,0,0,2.347,2.033,8.514,19.49,-1,-1,0.48,-6.31,0.453,0.055,7.14,Low,Traffic,17.62,46.18,0.0087,0.0489,0.0138,0,Normal,Normal,-0.999,0,,False,,,
2026-03-31 03:00:00+00:00,New York,4.87,13.9,55,6.19,22.4,27.8,19.42,3,0,0,3.637,2.678,8.203,20.24,-1,-1,1.61,5.45,0.774,0.0811,10.13,Low,Traffic,16.79,46.18,0.013,0.068,0.0203,0,Normal,Normal,-0.553,0,,False,,,
2026-03-31 04:00:00+00:00,New York,5.66,13.92,56,5.48,22.2,28.1,21.0,4,0,0,4.597,3.21,7.952,19.047,1,-1,0.79,1.58,1.014,0.1084,11.57,Low,Traffic,16.08,46.18,0.0151,0.0735,0.0271,0,Normal,Normal,-0.431,0,,False,,,
2026-03-31 05:00:00+00:00,New York,4.75,12.97,57,5.17,18.9,25.3,25.3,5,0,0,5.093,3.72,7.34,18.86,1,-1,-0.91,4.3,0.901,0.1249,13.24,Low,Traffic,14.7,41.76,0.0127,0.0885,0.0312,0,Normal,Normal,0.047,0,,False,,,
2026-03-31 06:00:00+00:00,New York,3.27,13.17,56,5.84,18.8,25.4,25.98,6,0,0,4.56,4.098,6.408,20.992,1,1,-1.48,0.68,0.551,0.0955,12.35,Low,Traffic,13.98,41.76,0.0087,0.0909,0.0239,0,Normal,Normal,0.061,0,,False,,,
2026-03-31 07:00:00+00:00,New York,9.8,11.11,60,6.18,11.8,24.9,52.61,7,1,0,5.94,5.268,5.281,26.38,1,1,6.53,26.63,1.561,0.0982,23.48,Moderate,Traffic,13.22,39.9,0.0261,0.1841,0.0246,1,Moderate,Spike,2.497,1,2026-03-31 07:00:00+00:00,False,,,
2026-03-31 08:00:00+00:00,New York,9.29,11.75,49,5.89,11.8,25.1,52.99,8,1,0,7.453,6.273,4.45,32.883,1,1,-0.51,0.38,1.551,0.0691,22.76,Moderate,Traffic,12.5,37.25,0.0248,0.1855,0.0173,1,Moderate,Spike,2.213,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 09:00:00+00:00,New York,6.37,9.64,61,7.61,12.5,25.2,50.4,9,1,0,8.487,6.523,3.945,38.047,1,1,-2.92,-2.59,0.826,0.0634,20.92,Moderate,Traffic,11.82,23.48,0.017,0.1764,0.0158,0,Normal,Normal,1.837,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 10:00:00+00:00,New York,4.62,9.18,56,6.28,22.4,25.4,11.81,10,0,0,6.76,6.35,3.929,36.515,1,1,-1.75,-38.59,0.724,0.0818,7.4,Low,Traffic,11.68,23.48,0.0123,0.0413,0.0204,0,Normal,Normal,-1.156,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 11:00:00+00:00,New York,3.18,9.0,58,6.4,18.4,24.9,26.1,11,0,0,4.723,6.088,3.997,36.648,-1,1,-1.44,14.29,0.489,0.0848,12.11,Low,Traffic,11.88,23.48,0.0085,0.0914,0.0212,0,Normal,Normal,-0.079,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 12:00:00+00:00,New York,3.36,8.51,58,6.89,20.2,24.8,18.55,12,0,0,3.72,6.103,4.002,35.41,-1,-1,0.18,-7.55,0.481,0.0716,9.18,Low,Traffic,11.92,23.48,0.009,0.0649,0.0179,0,Normal,Normal,-0.668,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 13:00:00+00:00,New York,1.42,7.31,61,8.4,21.8,25.3,13.83,13,0,0,2.653,4.707,3.915,28.947,-1,-1,-1.94,-4.72,0.167,0.0479,6.42,Low,Traffic,11.84,23.48,0.0038,0.0484,0.012,0,Normal,Normal,-1.01,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 14:00:00+00:00,New York,2.62,8.45,61,7.78,19.5,24.5,20.41,14,0,0,2.467,3.595,3.899,23.517,-1,-1,1.2,6.58,0.332,0.0598,9.34,Low,Traffic,11.86,23.48,0.007,0.0714,0.015,0,Normal,Normal,-0.499,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 15:00:00+00:00,New York,2.15,7.87,65,7.98,18.5,24.8,25.4,15,0,0,2.063,2.892,3.885,19.35,-1,-1,-0.47,4.99,0.266,0.0663,11.12,Low,Traffic,11.99,23.48,0.0057,0.0889,0.0166,0,Normal,Normal,-0.136,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 16:00:00+00:00,New York,1.0,8.23,60,7.43,21.0,25.1,16.33,16,0,0,1.923,2.288,3.865,20.103,-1,-1,-1.15,-9.07,0.133,0.0646,7.61,Low,Traffic,11.9,23.48,0.0027,0.0572,0.0162,0,Normal,Normal,-0.795,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 17:00:00+00:00,New York,7.16,8.9,55,8.77,11.9,24.8,52.02,17,1,0,3.437,2.952,4.101,24.423,-1,1,6.16,35.69,0.807,0.0272,20.8,Moderate,Traffic,12.24,23.48,0.0191,0.1821,0.0068,0,Normal,Normal,1.747,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 18:00:00+00:00,New York,4.5,9.74,56,9.57,10.9,25.0,56.4,18,1,0,4.22,3.142,4.025,30.732,1,1,-2.66,4.38,0.465,0.0186,21.4,Moderate,Traffic,12.36,23.48,0.012,0.1974,0.0046,0,Normal,Normal,1.932,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 19:00:00+00:00,New York,5.54,10.29,59,8.8,12.5,24.7,49.39,19,1,0,5.733,3.828,3.932,36.658,1,1,1.04,-7.01,0.622,0.0363,19.68,Low,Traffic,12.42,23.48,0.0148,0.1729,0.0091,0,Normal,Normal,1.418,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 20:00:00+00:00,New York,1.0,11.85,55,8.94,17.6,24.6,28.46,20,0,0,3.68,3.558,3.865,38.0,1,1,-4.54,-20.93,0.111,0.0248,10.85,Low,Traffic,12.53,23.48,0.0027,0.0996,0.0062,0,Normal,Normal,-0.001,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 21:00:00+00:00,New York,1.44,12.28,57,7.71,20.2,25.2,19.84,21,0,0,2.66,3.44,3.883,37.073,1,1,0.44,-8.62,0.184,0.0505,8.58,Low,Traffic,12.65,23.48,0.0038,0.0694,0.0126,0,Normal,Normal,-0.6,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 22:00:00+00:00,New York,1.0,10.27,60,9.27,20.3,24.7,17.81,22,0,0,1.147,3.44,3.822,37.32,-1,1,-0.44,-2.03,0.107,0.0315,7.29,Low,Traffic,12.47,23.48,0.0027,0.0623,0.0079,0,Normal,Normal,-0.7,2,2026-03-31 08:00:00+00:00,False,,,
2026-03-31 23:00:00+00:00,New York,1.0,11.56,62,9.24,21.1,25.1,15.94,23,0,0,1.147,2.413,3.793,31.307,-1,-1,0.0,-1.87,0.107,0.0365,6.76,Low,Traffic,12.31,23.48,0.0027,0.0558,0.0091,0,Normal,Normal,-0.785,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 00:00:00+00:00,New York,1.0,12.08,61,8.93,20.9,26.8,22.01,0,0,0,1.0,1.83,3.793,25.575,-1,-1,0.0,6.07,0.111,0.039,8.95,Low,Traffic,12.45,23.48,0.0027,0.077,0.0098,0,Normal,Normal,-0.415,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 01:00:00+00:00,New York,1.39,12.27,60,8.14,19.5,27.6,29.35,1,0,0,1.13,1.138,3.735,22.235,-1,-1,0.39,7.34,0.169,0.0501,11.89,Low,Traffic,12.54,23.48,0.0037,0.1027,0.0125,0,Normal,Normal,0.054,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 02:00:00+00:00,New York,1.0,12.83,59,8.75,19.6,27.1,27.68,2,0,0,1.13,1.138,3.641,22.105,-1,-1,-0.39,-1.67,0.113,0.0371,10.89,Low,Traffic,12.7,23.48,0.0027,0.0969,0.0093,0,Normal,Normal,-0.1,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 03:00:00+00:00,New York,1.25,12.3,61,8.34,22.1,27.6,19.93,3,0,0,1.213,1.107,3.49,22.12,-1,-1,0.25,-7.75,0.148,0.049,8.53,Low,Traffic,12.63,23.48,0.0033,0.0698,0.0122,0,Normal,Normal,-0.64,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 04:00:00+00:00,New York,1.0,11.73,63,7.85,24.1,27.4,12.04,4,0,0,1.083,1.107,3.296,21.158,-1,-1,-0.25,-7.89,0.126,0.0637,6.07,Low,Traffic,12.4,23.48,0.0027,0.0421,0.0159,0,Normal,Normal,-1.135,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 05:00:00+00:00,New York,1.0,11.36,62,8.5,19.0,24.9,23.69,5,0,0,1.083,1.107,3.14,22.45,-1,1,0.0,11.65,0.116,0.0486,9.78,Low,Traffic,12.26,23.48,0.0027,0.0829,0.0122,0,Normal,Normal,-0.34,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 06:00:00+00:00,New York,3.57,10.97,67,7.23,18.8,25.0,24.8,6,0,0,1.857,1.535,3.152,22.915,1,1,2.57,1.11,0.487,0.0894,11.86,Low,Traffic,12.24,23.48,0.0095,0.0868,0.0223,0,Normal,Normal,-0.261,2,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 07:00:00+00:00,New York,5.59,9.63,61,7.68,12.5,24.9,49.8,7,1,0,3.387,2.235,2.977,26.323,1,1,2.02,25.0,0.719,0.0619,20.47,Moderate,Traffic,12.11,22.76,0.0149,0.1743,0.0155,0,Normal,Normal,1.457,1,2026-03-31 08:00:00+00:00,False,,,
2026-04-01 08:00:00+00:00,New York,4.81,8.9,66,7.64,11.9,24.8,52.02,8,1,0,4.657,2.87,2.79,30.38,1,1,-0.78,2.22,0.621,0.0765,21.4,Moderate,Traffic,12.05,21.4,0.0128,0.1821,0.0191,0,Normal,Normal,1.62,0,,False,,,
2026-04-01 09:00:00+00:00,New York,6.05,8.08,71,7.64,14.7,25.5,42.35,9,1,0,5.483,3.67,2.777,34.117,1,1,1.24,-9.67,0.782,0.0901,18.68,Low,Traffic,11.96,21.4,0.0161,0.1482,0.0225,0,Normal,Normal,1.008,0,,False,,,
2026-04-01 10:00:00+00:00,New York,1.0,6.81,64,7.09,19.3,24.6,21.54,10,0,0,3.953,3.67,2.626,35.7,1,1,-5.05,-20.81,0.139,0.0844,9.92,Low,Traffic,12.07,21.4,0.0027,0.0754,0.0211,0,Normal,Normal,-0.512,0,,False,,,
2026-04-01 11:00:00+00:00,New York,1.0,6.7,63,9.04,21.5,25.0,14.0,11,0,0,2.683,3.67,2.535,34.085,1,1,0.0,-7.54,0.109,0.0419,6.22,Low,Traffic,11.82,21.4,0.0027,0.049,0.0105,0,Normal,Normal,-1.002,0,,False,,,
2026-04-01 12:00:00+00:00,New York,1.0,6.53,60,7.86,20.4,24.9,18.07,12,0,0,1.0,3.242,2.437,32.963,-1,-1,0.0,4.07,0.126,0.0555,7.98,Low,Traffic,11.77,21.4,0.0027,0.0632,0.0139,0,Normal,Normal,-0.71,0,,False,,,
2026-04-01 13:00:00+00:00,New York,1.0,6.01,60,8.81,19.3,24.9,22.49,13,0,0,1.0,2.477,2.42,28.412,-1,-1,0.0,4.42,0.112,0.0385,9.1,Low,Traffic,11.88,21.4,0.0027,0.0787,0.0096,0,Normal,Normal,-0.43,0,,False,,,
2026-04-01 14:00:00+00:00,New York,1.0,5.48,67,10.1,20.9,25.0,16.4,14,0,0,1.0,1.842,2.352,22.475,-1,-1,0.0,-6.09,0.098,0.035,6.89,Low,Traffic,11.78,21.4,0.0027,0.0574,0.0088,0,Normal,Normal,-0.852,0,,False,,,
2026-04-01 15:00:00+00:00,New York,1.0,6.72,66,9.52,20.2,25.0,19.2,15,0,0,1.0,1.0,2.304,18.617,-1,-1,0.0,2.8,0.104,0.0412,8.02,Low,Traffic,11.65,21.4,0.0027,0.0672,0.0103,0,Normal,Normal,-0.627,0,,False,,,
2026-04-01 16:00:00+00:00,New York,1.0,6.15,64,8.94,20.0,25.4,21.26,16,0,0,1.0,1.0,2.304,18.57,-1,-1,0.0,2.06,0.111,0.0458,8.85,Low,Traffic,11.7,21.4,0.0027,0.0744,0.0114,0,Normal,Normal,-0.499,0,,False,,,
2026-04-01 17:00:00+00:00,New York,5.27,7.74,60,9.08,14.5,24.5,40.82,17,1,0,2.423,1.712,2.225,23.04,-1,1,4.27,19.56,0.574,0.0343,16.55,Low,Traffic,11.53,21.4,0.014,0.1429,0.0086,0,Normal,Normal,0.992,0,,False,,,
2026-04-01 18:00:00+00:00,New York,1.0,7.35,64,11.29,14.2,24.9,42.97,18,1,0,2.423,1.712,2.08,27.19,1,1,-4.27,2.15,0.088,0.0149,15.68,Low,Traffic,11.29,21.4,0.0027,0.1504,0.0037,0,Normal,Normal,1.298,0,,False,,,
2026-04-01 19:00:00+00:00,New York,3.2,7.87,62,10.18,16.4,25.7,36.19,19,1,0,3.157,2.078,1.982,29.473,1,1,2.2,-6.78,0.311,0.0237,14.11,Low,Traffic,11.06,21.4,0.0085,0.1267,0.0059,0,Normal,Normal,0.84,0,,False,,,
2026-04-01 20:00:00+00:00,New York,1.0,8.56,62,10.41,21.3,24.6,13.41,20,0,0,1.733,2.078,1.982,28.975,1,1,-2.2,-22.78,0.095,0.0209,5.48,Low,Traffic,10.83,21.4,0.0027,0.0469,0.0052,0,Normal,Normal,-1.073,0,,False,,,
2026-04-01 21:00:00+00:00,New York,1.0,10.34,60,10.17,18.7,24.6,23.98,21,0,0,1.733,2.078,1.964,29.772,1,1,0.0,10.57,0.097,0.0197,9.15,Low,Traffic,10.85,21.4,0.0027,0.0839,0.0049,0,Normal,Normal,-0.187,0,,False,,,
2026-04-01 22:00:00+00:00,New York,6.62,11.59,54,4.46,19.7,25.1,21.51,22,0,0,2.873,3.015,2.198,29.813,1,1,5.62,-2.47,1.452,0.1466,12.95,Low,Traffic,11.09,21.4,0.0176,0.0753,0.0366,0,Normal,Normal,-0.415,0,,False,,,
2026-04-01 23:00:00+00:00,New York,4.51,12.87,62,5.74,21.2,25.1,15.54,23,0,0,4.043,2.888,2.344,25.6,1,-1,-2.11,-5.97,0.772,0.1207,9.66,Low,Traffic,11.21,21.4,0.012,0.0544,0.0302,0,Normal,Normal,-0.929,0,,False,,,
2026-04-02 00:00:00+00:00,New York,6.39,13.14,58,4.89,20.3,27.3,25.64,0,0,0,5.84,3.787,2.569,22.712,1,-1,1.88,10.1,1.281,0.142,14.22,Low,Traffic,11.43,21.4,0.017,0.0897,0.0355,0,Normal,Normal,-0.07,0,,False,,,
2026-04-02 01:00:00+00:00,New York,6.6,13.29,59,4.88,22.3,27.5,18.91,1,0,0,5.833,4.353,2.786,19.832,1,-1,0.21,-6.73,1.325,0.1467,12.05,Low,Traffic,11.44,21.4,0.0176,0.0662,0.0367,0,Normal,Normal,-0.611,0,,False,,,
2026-04-02 02:00:00+00:00,New York,7.45,13.81,63,3.57,24.2,27.3,11.36,2,0,0,6.813,5.428,3.055,19.49,1,-1,0.85,-7.55,2.03,0.2593,12.45,Low,Weather,11.5,21.4,0.0199,0.0398,0.0648,0,Normal,Normal,-1.165,0,,False,,,
2026-04-02 03:00:00+00:00,New York,6.54,14.28,59,3.6,20.2,27.8,27.34,3,0,0,6.863,6.352,3.275,20.05,1,-1,-0.91,15.98,1.768,0.2334,17.15,Low,Traffic,11.86,21.4,0.0174,0.0957,0.0584,0,Normal,Normal,0.142,0,,False,,,
2026-04-02 04:00:00+00:00,New York,3.84,13.48,60,4.62,23.5,28.0,16.07,4,0,0,5.943,5.888,3.393,19.143,1,-1,-2.7,-11.27,0.814,0.165,10.76,Low,Traffic,12.06,21.4,0.0102,0.0562,0.0412,0,Normal,Normal,-0.827,0,,False,,,
2026-04-02 05:00:00+00:00,New York,8.14,12.46,60,2.99,20.9,25.3,17.39,5,0,0,6.173,6.493,3.691,19.452,1,-1,4.3,1.32,2.634,0.3069,15.93,Low,Weather,12.31,21.4,0.0217,0.0609,0.0767,0,Normal,Normal,-0.686,0,,False,,,
2026-04-02 06:00:00+00:00,New York,6.78,11.62,61,3.72,20.9,25.6,18.36,6,0,0,6.253,6.558,3.825,18.238,1,-1,-1.36,0.97,1.775,0.2339,14.09,Low,Traffic,12.41,21.4,0.0181,0.0643,0.0585,0,Normal,Normal,-0.577,0,,False,,,
2026-04-02 07:00:00+00:00,New York,13.15,11.42,65,2.83,9.4,25.7,63.42,7,1,0,9.357,7.65,4.14,25.657,1,1,6.37,45.06,4.488,0.3654,34.85,Moderate,Traffic,13.01,34.85,0.0351,0.222,0.0914,1,Moderate,Spike,2.799,1,2026-04-02 07:00:00+00:00,False,,,
2026-04-02 08:00:00+00:00,New York,11.99,11.1,59,3.06,8.5,24.4,65.16,8,1,0,10.64,8.407,4.439,34.623,1,1,-1.16,1.74,3.794,0.2911,33.29,Moderate,Traffic,13.5,34.85,0.032,0.2281,0.0728,1,Moderate,Spike,2.63,2,2026-04-02 08:00:00+00:00,False,,,
2026-04-02 09:00:00+00:00,New York,12.57,9.79,62,2.89,9.5,24.4,61.07,9,1,0,12.57,9.412,4.71,40.245,1,1,0.58,-4.09,4.204,0.3348,33.09,Moderate,Traffic,14.1,34.85,0.0335,0.2137,0.0837,1,Moderate,Spike,2.111,3,2026-04-02 09:00:00+00:00,False,,,
2026-04-02 10:00:00+00:00,New York,5.46,9.04,57,4.43,8.6,24.7,65.18,10,0,0,10.007,9.682,4.896,48.43,1,1,-7.11,4.11,1.205,0.1623,28.33,Moderate,Traffic,14.87,34.85,0.0146,0.2281,0.0406,1,Moderate,Spike,2.036,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 11:00:00+00:00,New York,7.27,8.49,60,4.64,9.7,25.0,61.2,11,0,0,8.433,9.537,5.158,55.732,1,1,1.81,-3.98,1.534,0.1639,27.46,Moderate,Traffic,15.75,34.85,0.0194,0.2142,0.041,0,Normal,Normal,1.623,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 12:00:00+00:00,New York,7.11,8.0,61,3.58,21.1,25.3,16.6,12,0,0,6.613,9.592,5.412,55.438,1,1,-0.16,-44.6,1.932,0.2468,13.88,Low,Weather,16.0,34.85,0.019,0.0581,0.0617,0,Normal,Normal,-0.765,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 13:00:00+00:00,New York,6.21,7.45,56,4.63,21.8,25.1,13.15,13,0,0,6.863,8.435,5.629,47.06,-1,-1,-0.9,-3.45,1.313,0.1465,9.92,Low,Traffic,16.03,34.85,0.0166,0.046,0.0366,0,Normal,Normal,-0.915,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 14:00:00+00:00,New York,6.71,7.91,59,4.5,18.5,24.7,25.1,14,0,0,6.677,7.555,5.867,40.383,-1,-1,0.5,11.95,1.459,0.1674,14.75,Low,Traffic,16.36,34.85,0.0179,0.0878,0.0418,0,Normal,Normal,-0.307,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 15:00:00+00:00,New York,4.37,7.84,66,5.11,20.3,24.5,17.14,15,0,0,5.763,6.188,6.008,33.062,-1,-1,-2.34,-7.96,0.839,0.1641,11.26,Low,Traffic,16.5,34.85,0.0116,0.06,0.041,0,Normal,Normal,-0.725,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 16:00:00+00:00,New York,4.91,8.01,57,5.17,21.5,25.0,14.0,16,0,0,5.33,6.097,6.17,24.532,-1,-1,0.54,-3.14,0.932,0.1249,9.33,Low,Traffic,16.52,34.85,0.0131,0.049,0.0312,0,Normal,Normal,-0.866,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 17:00:00+00:00,New York,9.05,9.08,62,5.78,9.3,25.5,63.53,17,1,0,6.11,6.393,6.328,24.92,-1,-1,4.14,49.53,1.539,0.1191,27.63,Moderate,Traffic,16.98,34.85,0.0241,0.2224,0.0298,0,Normal,Normal,1.597,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 18:00:00+00:00,New York,9.05,8.68,60,5.03,10.1,24.8,59.27,18,1,0,7.67,6.717,6.663,32.032,1,-1,0.0,-4.26,1.764,0.1435,26.74,Moderate,Traffic,17.44,34.85,0.0241,0.2074,0.0359,0,Normal,Normal,1.307,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 19:00:00+00:00,New York,9.05,9.89,59,6.38,9.3,24.8,62.5,19,1,0,9.05,7.19,6.907,40.257,1,1,0.0,3.23,1.397,0.0887,26.51,Moderate,Traffic,17.96,34.85,0.0241,0.2188,0.0222,0,Normal,Normal,1.352,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 20:00:00+00:00,New York,5.34,10.88,60,5.41,21.7,25.3,14.23,20,0,0,7.813,6.962,7.088,38.445,1,1,-3.71,-48.27,0.969,0.1264,9.56,Low,Traffic,18.13,34.85,0.0142,0.0498,0.0316,0,Normal,Normal,-0.878,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 21:00:00+00:00,New York,3.3,10.85,62,5.33,21.3,24.9,14.46,21,0,0,5.897,6.783,7.184,37.998,1,1,-2.04,0.23,0.608,0.1376,9.38,Low,Traffic,18.14,34.85,0.0088,0.0506,0.0344,0,Normal,Normal,-0.839,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 22:00:00+00:00,New York,3.33,10.06,62,6.45,19.1,24.4,21.72,22,0,0,3.99,6.52,7.047,39.285,-1,-1,0.03,7.26,0.508,0.0963,10.9,Low,Traffic,18.05,34.85,0.0089,0.076,0.0241,0,Normal,Normal,-0.508,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-02 23:00:00+00:00,New York,4.67,11.07,65,7.0,21.9,25.4,13.78,23,0,0,3.767,5.79,7.053,30.993,-1,-1,1.34,-7.94,0.658,0.0897,8.3,Low,Traffic,17.99,34.85,0.0124,0.0482,0.0224,0,Normal,Normal,-0.865,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 00:00:00+00:00,New York,4.8,10.99,69,6.06,22.1,28.1,21.35,0,0,0,4.267,5.082,6.987,24.673,-1,-1,0.13,7.57,0.779,0.133,12.07,Low,Traffic,17.9,34.85,0.0128,0.0747,0.0332,0,Normal,Normal,-0.51,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 01:00:00+00:00,New York,3.75,11.43,65,5.68,20.8,27.8,25.18,1,0,0,4.407,4.198,6.868,18.453,-1,-1,-1.05,3.83,0.649,0.134,13.16,Low,Traffic,17.95,34.85,0.01,0.0881,0.0335,0,Normal,Normal,-0.35,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 02:00:00+00:00,New York,5.59,11.94,60,4.87,21.1,27.5,23.27,2,0,0,4.713,4.24,6.791,19.96,-1,-1,1.84,-1.91,1.125,0.1515,13.42,Low,Traffic,17.99,34.85,0.0149,0.0814,0.0379,0,Normal,Normal,-0.468,4,2026-04-02 10:00:00+00:00,False,,,
